E_in,E_out,
0.000000000000000000e+00,2.770309520794434240e-16
0.000000000000000000e+00,2.888007221661863068e-16
0.000000000000000000e+00,2.948315754633013257e-16
0.000000000000000000e+00,2.879918525086193245e-16
0.000000000000000000e+00,2.760729424185173048e-16
0.000000000000000000e+00,2.622636134449575813e-16
0.000000000000000000e+00,3.053574919520068798e-16
0.000000000000000000e+00,3.072096143433906264e-16
0.000000000000000000e+00,2.929503689333973317e-16
0.000000000000000000e+00,3.122389161046255266e-16
0.000000000000000000e+00,2.849121715053039186e-16
0.000000000000000000e+00,2.800734484073134521e-16
0.000000000000000000e+00,2.481973998236957948e-16
0.000000000000000000e+00,2.926359219157037958e-16
0.000000000000000000e+00,2.599053040182841731e-16
0.000000000000000000e+00,2.964882357299825795e-16
0.000000000000000000e+00,2.894584185600458564e-16
0.000000000000000000e+00,2.832216077780305271e-16
0.000000000000000000e+00,2.672225867969150560e-16
0.000000000000000000e+00,2.934239315136517856e-16
1.286512208153901414e-04,1.296448576164563270e-05
1.018488831455171975e-04,1.026478180130360362e-05
8.428873087904873297e-05,8.495670906902301798e-06
7.189332927918860286e-05,7.246721215307639815e-06
6.267623578185674738e-05,6.317924822148802241e-06
5.555393626119120359e-05,5.600165212954659271e-06
4.988516725494720447e-05,5.028853654862919953e-06
4.526617028689653224e-05,4.563318428279597460e-06
4.143005416088835430e-05,4.176672306212250665e-06
3.819333117956895586e-05,3.850428884211892674e-06
3.542569848539728876e-05,3.571459279776540548e-06
3.303207020935693534e-05,3.330182424882347535e-06
3.094143285433433987e-05,3.119442495683183566e-06
2.909968089871920656e-05,2.933787208477811231e-06
2.746486736508329079e-05,2.768989356839336397e-06
2.600397016481290107e-05,2.621721031819018584e-06
2.469063833830719971e-05,2.489326552321353927e-06
2.350358841819627688e-05,2.369660889315438299e-06
2.242544216048085307e-05,2.260972555917967410e-06
2.144187013589835916e-05,2.161817312850996964e-06
2.573024416307802828e-04,2.591497096714680297e-05
2.036977662910343951e-04,2.052049069803754496e-05
1.685774617580974659e-04,1.698499343501558458e-05
1.437866585583772057e-04,1.448875474758463352e-05
1.253524715637134948e-04,1.263224770650271659e-05
1.111078725223824072e-04,1.119747677907039149e-05
9.977033450989440894e-05,1.005539102235893460e-05
9.053234057379306449e-05,9.124719375198501900e-06
8.286010832177670860e-05,8.351731200911456269e-06
7.638666235913791171e-05,7.699481470288131439e-06
7.085139697079457751e-05,7.141730718553427185e-06
6.606414041871387069e-05,6.659329261586465364e-06
6.188286570866867974e-05,6.237974162077338670e-06
5.819936179743841312e-05,5.866767093369455708e-06
5.492973473016658157e-05,5.537258208532262300e-06
5.200794032962580214e-05,5.242795092434488514e-06
4.938127667661439943e-05,4.978068960690694263e-06
4.700717683639255376e-05,4.738791736912876142e-06
4.485088432096170615e-05,4.521461990939962847e-06
4.288374027179671832e-05,4.323192461015645581e-06
3.859536624461704785e-04,3.885372060276580115e-05
3.055466494365515926e-04,3.076825699037888872e-05
2.528661926371461718e-04,2.546861075724927368e-05
2.156799878375658221e-04,2.172650082478617858e-05
1.880287073455702421e-04,1.894323440323192665e-05
1.666618087835736108e-04,1.679212006477249708e-05
1.496555017648415931e-04,1.507974649668260343e-05
1.357985108606895967e-04,1.368430336321281875e-05
1.242901624826650629e-04,1.252525382517616153e-05
1.145799935387068608e-04,1.154721824198624170e-05
1.062770954561918730e-04,1.071086261339795220e-05
9.909621062807079926e-05,9.987479686467418073e-06
9.282429856300301960e-05,9.355627214149993108e-06
8.729904269615760951e-05,8.798966464588747462e-06
8.239460209524987575e-05,8.304829104534683829e-06
7.801191049443870998e-05,7.863241327817435965e-06
7.407191501492160930e-05,7.466243619480740879e-06
7.051076525458882386e-05,7.107406688561441003e-06
6.727632648144255922e-05,6.781480595351275801e-06
6.432561040769508426e-05,6.484136190125269062e-06
5.146048832615605657e-04,5.178296060989260853e-05
4.073955325820687902e-04,4.100919473437373387e-05
3.371549235161949319e-04,3.394715814293732919e-05
2.875733171167544114e-04,2.896035538448102969e-05
2.507049431274269895e-04,2.525114813774085649e-05
2.222157450447648144e-04,2.238427885579236733e-05
1.995406690197888179e-04,2.010205343268671994e-05
1.810646811475861290e-04,1.824217020371899717e-05
1.657202166435534172e-04,1.669731681734912550e-05
1.527733247182758234e-04,1.539369931766128080e-05
1.417027939415891550e-04,1.427890298944898965e-05
1.321282808374277414e-04,1.331467266936189275e-05
1.237657314173373595e-04,1.247243370725154485e-05
1.163987235948768262e-04,1.173041200672443349e-05
1.098594694603331631e-04,1.107172449455385233e-05
