E_in,E_out,
0.000000000000000000e+00,2.094693266198841392e-14
2.040816326530612082e-02,5.560335570217110959e-03
4.081632653061224164e-02,1.111915928730406247e-02
6.122448979591836593e-02,1.667708821629526952e-02
8.163265306122448328e-02,2.223473829761873910e-02
1.020408163265306006e-01,2.779272637135379517e-02
1.224489795918367319e-01,3.335167220908544922e-02
1.428571428571428492e-01,3.891220057764739615e-02
1.632653061224489666e-01,4.447494336014422983e-02
1.836734693877550839e-01,5.004054176153833328e-02
2.040816326530612013e-01,5.560964862890595273e-02
2.244897959183673186e-01,6.118293092040250070e-02
2.448979591836734637e-01,6.676107236233014275e-02
2.653061224489795533e-01,7.234477634087457809e-02
2.857142857142856984e-01,7.793476908466305531e-02
3.061224489795917880e-01,8.353180320717422391e-02
3.265306122448979331e-01,8.913666169542446005e-02
3.469387755102040782e-01,9.475016245515384405e-02
3.673469387755101678e-01,1.003731635557235519e-01
3.877551020408163129e-01,1.060065693644283019e-01
4.081632653061224025e-01,1.116513378267390832e-01
4.285714285714285476e-01,1.173084892471141921e-01
4.489795918367346372e-01,1.229791170729078870e-01
4.693877551020407823e-01,1.286644014134781799e-01
4.897959183673469274e-01,1.343656263955282926e-01
5.102040816326530726e-01,1.400842030731449528e-01
5.306122448979591066e-01,1.458217006951738892e-01
5.510204081632652517e-01,1.515798911491243461e-01
5.714285714285713969e-01,1.573608154242974455e-01
5.918367346938775420e-01,1.631668896997461038e-01
6.122448979591835760e-01,1.690010900342475975e-01
6.326530612244897211e-01,1.748673154060437773e-01
6.530612244897958663e-01,1.807712452789679014e-01
6.734693877551020114e-01,1.867231374244203712e-01
6.938775510204081565e-01,1.927609308334537475e-01
7.142857142857141906e-01,nan
7.346938775510203357e-01,nan
7.551020408163264808e-01,nan
7.755102040816326259e-01,nan
7.959183673469386600e-01,nan
8.163265306122448051e-01,nan
8.367346938775509502e-01,nan
8.571428571428570953e-01,nan
8.775510204081632404e-01,nan
8.979591836734692745e-01,nan
9.183673469387754196e-01,nan
9.387755102040815647e-01,nan
9.591836734693877098e-01,nan
9.795918367346938549e-01,nan
1.000000000000000000e+00,nan
